uid,ciqual_code,name,name_core,name_tags,main_group,sub_group,sub_sub_group,kcal_sanitized,kcal_calc_ml,energy_flag_ml,protein_g_100g_ml,carbohydrate_g_100g_ml,fat_g_100g_ml,sugars_g_100g_ml,fibres_g_100g_ml,salt_g_100g_ml,alcohol_g_100g_ml,water_g_100g_ml,macro_tags
squash-spaghetti-pulp-cooked_20143,20143,"Squash, spaghetti, pulp, cooked","Squash, spaghetti, pulp, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",25.2,25.2,0,0.66,5.06,0.26,2.53,1.4,0.045,0,92.3,protein_low;carb_moderate;fat_low
artichoke-heart-canned-drained_20155,20155,"Artichoke, heart, canned, drained","Artichoke, heart, canned, drained",canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",26,19.1,0,1.8,2.31,0.3,1.2,3.2,0.78,0,90.5,protein_low;carb_low;fat_low
artichoke-base-canned-drained_20156,20156,"Artichoke base, canned, drained","Artichoke base, canned, drained",canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",25.2,19.6,0,1.2,3.02,0.3,0.8,2.6,0.73,0,91.3,protein_low;carb_low;fat_low
new-zealand-spinach-cooked_20158,20158,"New Zealand spinach, cooked","New Zealand spinach, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",10.7,10.7,0,1.3,1,0.17,0.25,1.4,0.27,0,94.8,protein_low;carb_low;fat_low
rutabaga-or-swede-cooked_20165,20165,"Rutabaga or Swede, cooked","Rutabaga or Swede, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",22.4,22.4,0,0.93,4.26,0.18,3.95,1.8,0.013,0,91.5,protein_low;carb_low;fat_low
tomato-pulp-canned_20169,20169,"Tomato pulp, canned",Tomato pulp,canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",26.1,22,0,1.2,3.63,0.3,3.2,1.8,0.068,0,93,protein_low;carb_low;fat_low
tomato-puree-canned_20170,20170,"Tomato puree, canned",Tomato puree,canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",47.1,39.4,0,1.4,7.54,0.4,3.64,2.38,0.51,0,85.6,protein_low;carb_moderate;fat_low
bamboo-shoots-canned-drained_20188,20188,"Bamboo shoots, canned, drained","Bamboo shoots, canned, drained",canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",15.4,15.4,0,1.61,1.9,0.15,1.15,1.25,0.19,0,95,protein_low;carb_low;fat_low
broccoli-frozen-cooked_20205,20205,"Broccoli, frozen, cooked","Broccoli, frozen, cooked",frozen,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",22.8,22.8,0,3.1,2.36,0.11,1.47,3,0.06,0,90.7,carb_low;fat_low
brussels-sprout-frozen-cooked_20207,20207,"Brussels sprout, frozen, cooked","Brussels sprout, frozen, cooked",frozen,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",35,35,0,3.64,4.22,0.39,2.08,4.1,0.038,0,86.7,carb_low;fat_low
carrot-frozen-cooked_20209,20209,"Carrot, frozen, cooked","Carrot, frozen, cooked",frozen,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",32.9,26.5,0,0.58,4.52,0.68,4.08,3.3,0.15,0,90.3,protein_low;carb_low;fat_low
shiitake-mushroom-cooked_20212,20212,"Shiitake mushroom, cooked","Shiitake mushroom, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",60.9,57.4,0,1.56,12.3,0.22,3.84,2.1,0.01,0,83.5,protein_low;carb_moderate;fat_low
garden-peas-and-carrots-frozen-cooked_20215,20215,"Garden peas and carrots, frozen, cooked","Garden peas and carrots, frozen, cooked",frozen,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",44.2,44.2,0,3.09,7.02,0.42,4.36,3.1,0.17,0,85.8,carb_moderate;fat_low
snow-pea-boiled-cooked-in-water_20216,20216,"Snow pea, boiled/cooked in water","Snow pea, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",30.5,25.3,0,2.25,3.39,0.3,2.3,2.8,0.013,0,90.9,protein_low;carb_low;fat_low
curly-kale-cooked_20219,20219,"Curly kale, cooked","Curly kale, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",25.7,25.7,0,1.9,3.63,0.4,1.25,2,0.058,0,91.2,protein_low;carb_low;fat_low
chinese-cabbage-nappa-cabbage-or-bok-choy-cooked_20221,20221,"Chinese cabbage (nappa cabbage or bok choy), cooked","Chinese cabbage, cooked",nappa_cabbage_or_bok_choy,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",10.6,10.6,0,1.53,0.75,0.17,0.75,1.35,0.054,0,95.4,protein_low;carb_low;fat_low
cardoon-cooked_20241,20241,"Cardoon, cooked","Cardoon, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",18.6,18.6,0,0.76,3.63,0.11,,1.7,0.44,0,93.5,protein_low;carb_low;fat_low
tomato-pulp-and-peel-boiled-cooked-in-water_20242,20242,"Tomato, pulp and peel, boiled/cooked in water","Tomato, pulp and peel, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",16,16,0,0.95,2.8,0.11,2.49,0.7,0.028,0,94.3,protein_low;carb_low;fat_low
snow-pea-cooked_20243,20243,"Snow pea, cooked","Snow pea, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",41.1,41.1,0,3.5,5.92,0.38,4.82,3.1,0.013,0,86.6,carb_moderate;fat_low
shallot-cooked_20255,20255,"Shallot, cooked","Shallot, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",65.2,65.2,0,2.13,13.5,0.3,6.3,3.4,0.031,0,80,protein_low;carb_moderate;fat_low
french-bean-puree_20257,20257,"French bean, puree","French bean, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",49.7,49.7,0,1.7,4.2,2.9,1.5,3.3,0.36,0,,protein_low;carb_low;fat_low
vegetables-3-4-types-mashed_20258,20258,"Vegetables (3-4 types), mashed","Vegetables, mashed",3_4_types,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",61.8,55.4,0,1.94,4.25,3.4,2.4,3.3,0.63,0,86,protein_low;carb_low
broccoli-puree_20259,20259,"Broccoli, puree","Broccoli, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",24.4,24.4,0,2.5,2.75,0.38,1.65,2.39,0.021,0,91.7,protein_low;carb_low;fat_low
tomato-coulis-canned-tomato-puree-semi-reduced-11_20260,20260,"Tomato coulis, canned (tomato puree semi-reduced 11%)",Tomato coulis,tomato_puree_semi_reduced_11;canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",44.1,44.1,0,2.05,8.53,0.2,5.5,2.6,0.88,0,88.2,protein_low;carb_moderate;fat_low
carrots-puree_20261,20261,"Carrots, puree","Carrots, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",31.5,24.7,0,0.88,5.06,0.1,4.8,3.1,0.13,0,90.1,protein_low;carb_moderate;fat_low
courgettes-puree_20264,20264,"Courgettes, puree","Courgettes, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",54.3,54.3,0,2.8,6.5,1.9,2.3,1.5,0.6,0,,protein_low;carb_moderate;fat_low
tomato-paste-double-concentrate-canned_20268,20268,"Tomato paste, double concentrate, canned","Tomato paste, double concentrate",canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",92.8,85.5,0,3.73,17,0.29,16.5,3.62,0.93,0,74.3,carb_high;fat_low
mixed-diced-vegetables-raw-frozen_20271,20271,"Mixed diced vegetables, raw, frozen","Mixed diced vegetables, raw",frozen,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",54.5,43.6,0,3.48,6.8,0.28,3.35,5.45,0.045,0,86.4,carb_moderate;fat_low
sweet-pepper-red-canned-drained_20275,20275,"Sweet pepper, red, canned, drained","Sweet pepper, red, canned, drained",canned,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",28.2,28.2,0,0.91,4.42,0.77,3.64,1.7,1.14,0,90.3,protein_low;carb_low;fat_low
asparagus-white-boiled-cooked-in-water_20277,20277,"Asparagus, white, boiled/cooked in water","Asparagus, white, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",18.6,15,0,1.44,1.63,0.3,1.2,1.3,0.013,0,94.9,protein_low;carb_low;fat_low
celeriac-puree_20278,20278,"Celeriac, puree","Celeriac, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",18.4,18.4,0,1.37,2.83,0.18,2.11,4.01,0.13,0,91.4,protein_low;carb_low;fat_low
green-peas-puree_20284,20284,"Green peas, puree","Green peas, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",76.4,76.4,0,4.8,8,2.8,3,4.8,0.74,0,,carb_moderate;fat_low
spinach-puree_20285,20285,"Spinach, puree","Spinach, puree",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",55.4,55.4,0,3.7,5.2,2.2,1.2,2.2,0.72,0,,carb_moderate;fat_low
tomato-roasted-baked-with-skin_20289,20289,"Tomato, roasted/baked, with skin","Tomato, roasted/baked",with_skin,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",31.1,25.4,0,0.88,4.13,0.6,3.7,2.2,0,0,92,protein_low;carb_low;fat_low
romanesco-cauliflower-or-romanesco-broccoli-cooked_20290,20290,"Romanesco cauliflower or romanesco broccoli, cooked","Romanesco cauliflower or romanesco broccoli, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",35.8,27.3,0,3,2.03,0.8,1.6,4.3,0,0,91.5,carb_low;fat_low
red-kuri-squash-pulp-braised_20291,20291,"Red kuri squash, pulp, braised","Red kuri squash, pulp, braised",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",44.8,37.9,0,1.31,7.05,0.5,4.5,3.3,0,0,87.3,protein_low;carb_moderate;fat_low
pumpkin-cucurbita-moschata-pulp-cooked_20292,20292,"Pumpkin (cucurbita moschata), pulp, cooked","Pumpkin, pulp, cooked",cucurbita_moschata,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",30.7,27.9,0,1.06,5.24,0.3,4,1.8,0,0,90.9,protein_low;carb_moderate;fat_low
carrots-puree-with-cream_20298,20298,"Carrots, puree with cream","Carrots, puree with cream",with_cream,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",44.4,38.4,0,1.44,4.57,1.6,4.39,3,0.53,0,89.6,protein_low;carb_low;fat_low
asparagus-green-boiled-cooked-in-water_20299,20299,"Asparagus, green, boiled/cooked in water","Asparagus, green, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",26.6,20.4,0,2.69,1.73,0.3,1.3,2.2,0,0,92.7,protein_low;carb_low;fat_low
eggplant-pulp-and-skin-roasted-baked_20300,20300,"Eggplant, pulp and skin, roasted/baked","Eggplant, pulp and skin, roasted/baked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",33.8,21.5,0,1.31,3.83,0.1,3.4,1.9,0,0,91,protein_low;carb_low;fat_low
swiss-chard-leaf-and-stalk-boiled-cooked-in-water_20301,20301,"Swiss chard, leaf and stalk, boiled/cooked in water","Swiss chard, leaf and stalk, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",16.9,11.9,0,0.88,1.43,0.3,1,2.5,0.19,0,95.2,protein_low;carb_low;fat_low
broccoli-boiled-cooked-in-water-crunchy_20302,20302,"Broccoli, boiled/cooked in water, crunchy","Broccoli, boiled/cooked in water, crunchy",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",23.5,18.5,0,2.5,1.23,0.4,0.8,2.6,0.043,0,92.9,protein_low;carb_low;fat_low
broccoli-boiled-cooked-in-water-tender_20303,20303,"Broccoli, boiled/cooked in water, tender","Broccoli, boiled/cooked in water, tender",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",23.1,17.4,0,2.19,1.03,0.5,0.6,3,0.033,0,93.8,protein_low;carb_low;fat_low
broccoli-steamed_20304,20304,"Broccoli, steamed","Broccoli, steamed",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",37.6,32.9,0,4.13,2.53,0.7,1.5,2.2,0.04,0,89.4,carb_low;fat_low
carrot-boiled-cooked-in-water-crunchy_20305,20305,"Carrot, boiled/cooked in water, crunchy","Carrot, boiled/cooked in water, crunchy",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",35.7,29.2,0,0.75,6.33,0.1,5.9,3.2,0.11,0,89.2,protein_low;carb_moderate;fat_low
carrot-boiled-cooked-in-water-tender_20306,20306,"Carrot, boiled/cooked in water, tender","Carrot, boiled/cooked in water, tender",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",31.6,25,0,0.3,5.73,0.1,5.1,3.3,0.12,0,90.1,protein_low;carb_moderate;fat_low
carrot-steamed_20307,20307,"Carrot, steamed","Carrot, steamed",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",41.6,34.5,0,0.63,7.33,0.3,6.9,3.7,0.11,0,87.7,protein_low;carb_moderate;fat_low
white-cabbage-boiled-cooked-in-water_20308,20308,"White cabbage, boiled/cooked in water","White cabbage, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",23.5,17.8,0,1,3.23,0.1,2.8,2.7,0.018,0,92.9,protein_low;carb_low;fat_low
brussels-sprout-boiled-cooked-in-water_20309,20309,"Brussels sprout, boiled/cooked in water","Brussels sprout, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",45.4,35.3,0,3.19,5.4,0.1,4.1,4.8,0.023,0,85.5,carb_moderate;fat_low
red-cabbage-braised_20310,20310,"Red cabbage, braised","Red cabbage, braised",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",34.9,28.5,0,1.19,5.7,0.1,4.5,3,0.033,0,89.1,protein_low;carb_moderate;fat_low
green-cabbage-boiled-cooked-in-water_20311,20311,"Green cabbage, boiled/cooked in water","Green cabbage, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",21.6,14.7,0,1.63,1.83,0.1,1.4,3.3,0.013,0,92.7,protein_low;carb_low;fat_low
cauliflower-steamed_20312,20312,"Cauliflower, steamed","Cauliflower, steamed",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",30.1,26.6,0,2.56,3.41,0.3,2.4,1.8,0.013,0,91.1,protein_low;carb_low;fat_low
courgette-or-zucchini-pulp-and-peel-roasted-baked_20313,20313,"Courgette or zucchini, pulp and peel, roasted/baked","Courgette or zucchini, pulp and peel, roasted/baked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",23,19.4,0,1.5,3.13,0.1,2.7,1.7,0,0,93.1,protein_low;carb_low;fat_low
celery-stalk-braised_20314,20314,"Celery stalk, braised","Celery stalk, braised",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",16.7,13.8,0,0.75,2.48,0.1,1.7,1.5,0.35,0,94.3,protein_low;carb_low;fat_low
celeriac-boiled-cooked-in-water_20315,20315,"Celeriac, boiled/cooked in water","Celeriac, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",26.2,23.7,0,0.94,4.32,0.3,1.2,2.6,0.093,0,91,protein_low;carb_low;fat_low
chicory-roasted-baked_20316,20316,"Chicory, roasted/baked","Chicory, roasted/baked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",23.5,22.9,0,1.13,4.38,0.1,3.2,0.3,0,0,93.7,protein_low;carb_low;fat_low
fennel-braised_20317,20317,"Fennel, braised","Fennel, braised",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",13.7,9.9,0,0.3,1.94,0.1,1.3,1.8,0.028,0,95.1,protein_low;carb_low;fat_low
butter-bean-or-yellow-bean-boiled-cooked-in-water_20318,20318,"Butter bean or yellow bean, boiled/cooked in water","Butter bean or yellow bean, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",34.6,29.3,0,2.19,4.45,0.3,2.2,2.7,0,0,89.6,protein_low;carb_low;fat_low
french-bean-boiled-cooked-in-water_20320,20320,"French bean, boiled/cooked in water","French bean, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",28,21.5,0,1.75,3.39,0.1,2.5,3.2,0,0,90.8,protein_low;carb_low;fat_low
turnip-boiled-cooked-in-water_20321,20321,"Turnip, boiled/cooked in water","Turnip, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",21.1,16.8,0,0.75,3.23,0.1,2.8,2.1,0.025,0,94.2,protein_low;carb_low;fat_low
onion-white-or-yellow-sauteed-pan-fried-without-fat_20322,20322,"Onion, white or yellow, sautéed/pan-fried, without fat","Onion, white or yellow, sautéed/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",40.2,34.1,0,1.56,6.73,0.1,5,2.8,0,0,88.1,protein_low;carb_moderate;fat_low
spring-onion-sauteed-pan-fried-without-fat_20323,20323,"Spring onion, sautéed/pan-fried, without fat","Spring onion, sautéed/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",27.6,21.5,0,1.13,3.56,0.3,2.8,3.1,0,0,91.2,protein_low;carb_low;fat_low
onion-red-sauteed-pan-fried-without-fat_20324,20324,"Onion, red, sautéed/pan-fried, without fat","Onion, red, sautéed/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",42.4,37.9,0,1.69,7.55,0.1,6.7,2.1,0,0,87.9,protein_low;carb_moderate;fat_low
parsnip-braised_20325,20325,"Parsnip, braised","Parsnip, braised",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",90.8,78.7,0,1.94,16.6,0.5,6.2,5.6,0.018,0,73.6,protein_low;carb_high;fat_low
garden-peas-boiled-cooked-in-water_20326,20326,"Garden peas, boiled/cooked in water","Garden peas, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",80.3,70.6,0,6.38,9.93,0.6,1.6,4.8,0.023,0,77.4,protein_moderate;carb_moderate;fat_low
leek-boiled-cooked-in-water_20327,20327,"Leek, boiled/cooked in water","Leek, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",27.4,20.1,0,2.56,2.23,0.1,1.8,3.4,0,0,91.6,protein_low;carb_low;fat_low
pepper-sweet-yellow-sauteed-pan-fried-without-fat_20328,20328,"Pepper, sweet, yellow, sautéed/pan-fried, without fat","Pepper, sweet, yellow, sautéed/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",35.8,30.7,0,1,5.33,0.6,4.9,2.2,0,0,90.5,protein_low;carb_moderate;fat_low
pepper-sweet-red-sauteed-pan-fried-without-fat_20329,20329,"Pepper, sweet, red, sautéed/pan-fried, without fat","Pepper, sweet, red, sautéed/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",35.7,30.8,0,0.94,6.53,0.1,6.1,2,0,0,89.8,protein_low;carb_moderate;fat_low
pepper-sweet-green-sauteed-pan-fried-without-fat_20330,20330,"Pepper, sweet, green, sautéed/pan-fried, without fat","Pepper, sweet, green, sautéed/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",28.6,21.8,0,1.25,3.53,0.3,3.1,3,0,0,92.4,protein_low;carb_low;fat_low
red-kuri-squash-pulp-boiled-cooked-in-water_20331,20331,"Red kuri squash, pulp, boiled/cooked in water","Red kuri squash, pulp, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",38.2,34.5,0,1.06,6.88,0.3,3.5,1.8,0,0,88.9,protein_low;carb_moderate;fat_low
pumpkin-roasted-baked_20332,20332,"Pumpkin, roasted/baked","Pumpkin, roasted/baked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",30.2,24.7,0,0.3,5.66,0.1,4.8,2,0,0,90.7,protein_low;carb_moderate;fat_low
salsify-boiled-cooked-in-water_20333,20333,"Salsify, boiled/cooked in water","Salsify, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",57.9,48.6,0,2.63,9.29,0.1,2.3,4.5,0.02,0,82.8,protein_low;carb_moderate;fat_low
tomato-roasted-baked_20334,20334,"Tomato, roasted/baked","Tomato, roasted/baked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",25.3,21.7,0,1,3.53,0.4,3.1,1.9,0,0,92.6,protein_low;carb_low;fat_low
shallot-grilled-pan-fried-without-fat_20335,20335,"Shallot, grilled/pan-fried, without fat","Shallot, grilled/pan-fried",without_fat,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",66.9,60.8,0,2,12.3,0.4,3.8,2.9,0,0,81.5,protein_low;carb_moderate;fat_low
spinach-boiled-cooked-in-water_20336,20336,"Spinach, boiled/cooked in water","Spinach, boiled/cooked in water",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",28.1,22.4,0,3.38,0.65,0.7,,3.5,0.03,0,91.9,carb_low;fat_low
mixed-vegetables-for-couscous-cooked_20497,20497,"Mixed vegetables for couscous, cooked","Mixed vegetables for couscous, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",20.2,20.2,0,1.53,2.55,0.43,1.1,2.6,1.06,0,91.7,protein_low;carb_low;fat_low
vegetable-cooked-average_20499,20499,"Vegetable, cooked (average)","Vegetable, cooked",note:average,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",43.5,34.4,0,2.11,5.81,0.3,2.48,2.71,0.082,0,88.3,protein_low;carb_moderate;fat_low
chinese-or-japanese-artichokes-cooked_20590,20590,"Chinese or Japanese artichokes, cooked","Chinese or Japanese artichokes, cooked",,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",50.8,47.7,0,2.13,9.11,0.3,0.2,1.9,0.013,0,85.7,protein_low;carb_moderate;fat_low
okra-cooked-without-salt_58103,58103,"Okra, cooked, without salt","Okra, cooked",without_salt,"fruits, vegetables, legumes and nuts",vegetables,"vegetables, cooked",17.4,17.4,0,1.87,2.01,0.21,2.01,2.5,0.015,0,92.6,protein_low;carb_low;fat_low
