recipe_ingredient_id,recipe_id,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_text,quantity_grams_estimated,ingredient_role,ingredient_slot_key,is_optional,is_substitutable,substitution_group_id,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes,qc_ingredient_status,qc_notes
recipes_v1_2_round41_manual_010_ingredient_001,recipes_v1_2_round41_manual_010,1,140 g Eggs,Eggs,eggs,140,g,140,140.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_010_ingredient_002,recipes_v1_2_round41_manual_010,2,30 g Cheddar cheese,Cheddar cheese,cheddar_cheese,30,g,30,30.0,dairy,cheddar_cheese,0,1,,food_v1_2_candidate_cheddar_cheese,cheddar_cheese,accepted_auto,high,manual_curated_round41,manual_curated_round41:cheddar_cheese,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_010_ingredient_003,recipes_v1_2_round41_manual_010,3,70 g Spinach,Spinach,spinach,70,g,70,70.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_010_ingredient_004,recipes_v1_2_round41_manual_010,4,70 g Wholemeal bread,Wholemeal bread,wholemeal_bread,70,g,70,70.0,carb_source,bread_wholemeal_or_integral_bread_made_with_flour_type_150,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_curated_round41,manual_curated_round41:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_010_ingredient_005,recipes_v1_2_round41_manual_010,5,5 g Olive oil,Olive oil,olive_oil,5,g,5,5.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_011_ingredient_001,recipes_v1_2_round41_manual_011,1,220 g Cooked potato,Cooked potato,cooked_potato,220,g,220,220.0,carb_source,potato_cooked,0,1,,food_potato_cooked,potato_cooked,accepted_auto,high,manual_curated_round41,manual_curated_round41:potato_cooked,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_011_ingredient_002,recipes_v1_2_round41_manual_011,2,120 g Eggs,Eggs,eggs,120,g,120,120.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_011_ingredient_003,recipes_v1_2_round41_manual_011,3,100 g Sweet pepper,Sweet pepper,sweet_pepper,100,g,100,100.0,veg,sweet_pepper_green_yellow_or_red_raw,0,1,,food_sweet_pepper_green_yellow_or_red_raw,sweet_pepper_green_yellow_or_red_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:sweet_pepper_green_yellow_or_red_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_011_ingredient_004,recipes_v1_2_round41_manual_011,4,60 g Onion,Onion,onion,60,g,60,60.0,veg,onion_raw,0,1,,food_onion_raw,onion_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:onion_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_011_ingredient_005,recipes_v1_2_round41_manual_011,5,8 g Olive oil,Olive oil,olive_oil,8,g,8,8.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_012_ingredient_001,recipes_v1_2_round41_manual_012,1,80 g Smoked salmon,Smoked salmon,smoked_salmon,80,g,80,80.0,protein,salmon_smoked,0,1,,food_salmon_smoked,salmon_smoked,accepted_auto,high,manual_curated_round41,manual_curated_round41:salmon_smoked,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_012_ingredient_002,recipes_v1_2_round41_manual_012,2,90 g Wholemeal bread,Wholemeal bread,wholemeal_bread,90,g,90,90.0,carb_source,bread_wholemeal_or_integral_bread_made_with_flour_type_150,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_curated_round41,manual_curated_round41:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_012_ingredient_003,recipes_v1_2_round41_manual_012,3,80 g Greek style plain yogurt,Greek style plain yogurt,greek_style_plain_yogurt,80,g,80,80.0,dairy,yogurt_greek_style_plain,0,1,,food_yogurt_greek_style_plain,yogurt_greek_style_plain,accepted_auto,high,manual_curated_round41,manual_curated_round41:yogurt_greek_style_plain,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_012_ingredient_004,recipes_v1_2_round41_manual_012,4,100 g Tomato,Tomato,tomato,100,g,100,100.0,veg,tomato_raw,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_012_ingredient_005,recipes_v1_2_round41_manual_012,5,40 g Lettuce,Lettuce,lettuce,40,g,40,40.0,veg,lettuce_raw,0,1,,food_lettuce_raw,lettuce_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:lettuce_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_013_ingredient_001,recipes_v1_2_round41_manual_013,1,140 g Soft fresh cheese,Soft fresh cheese,soft_fresh_cheese,140,g,140,140.0,dairy,drained_soft_fresh_cheese_around_6_fat,0,1,,food_drained_soft_fresh_cheese_around_6_fat,drained_soft_fresh_cheese_around_6_fat,accepted_auto,high,manual_curated_round41,manual_curated_round41:drained_soft_fresh_cheese_around_6_fat,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_013_ingredient_002,recipes_v1_2_round41_manual_013,2,90 g Wholemeal bread,Wholemeal bread,wholemeal_bread,90,g,90,90.0,carb_source,bread_wholemeal_or_integral_bread_made_with_flour_type_150,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_curated_round41,manual_curated_round41:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_013_ingredient_003,recipes_v1_2_round41_manual_013,3,120 g Banana,Banana,banana,120,g,120,120.0,fruit,banana_pulp_raw,0,1,,food_banana_pulp_raw,banana_pulp_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:banana_pulp_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_013_ingredient_004,recipes_v1_2_round41_manual_013,4,150 g Semi skimmed milk,Semi skimmed milk,semi_skimmed_milk,150,g,150,150.0,dairy,milk_semi_skimmed_pasteurised,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,manual_curated_round41,manual_curated_round41:milk_semi_skimmed_pasteurised,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_014_ingredient_001,recipes_v1_2_round41_manual_014,1,180 g Cooked rice,Cooked rice,cooked_rice,180,g,180,180.0,carb_source,rice_cooked_unsalted,0,1,,food_rice_cooked_unsalted,rice_cooked_unsalted,accepted_auto,high,manual_curated_round41,manual_curated_round41:rice_cooked_unsalted,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_014_ingredient_002,recipes_v1_2_round41_manual_014,2,160 g Greek style plain yogurt,Greek style plain yogurt,greek_style_plain_yogurt,160,g,160,160.0,dairy,yogurt_greek_style_plain,0,1,,food_yogurt_greek_style_plain,yogurt_greek_style_plain,accepted_auto,high,manual_curated_round41,manual_curated_round41:yogurt_greek_style_plain,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_014_ingredient_003,recipes_v1_2_round41_manual_014,3,140 g Apple,Apple,apple,140,g,140,140.0,fruit,apple_pulp_and_peel_raw,0,1,,food_apple_pulp_and_peel_raw,apple_pulp_and_peel_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:apple_pulp_and_peel_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_014_ingredient_004,recipes_v1_2_round41_manual_014,4,80 g Semi skimmed milk,Semi skimmed milk,semi_skimmed_milk,80,g,80,80.0,dairy,milk_semi_skimmed_pasteurised,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,manual_curated_round41,manual_curated_round41:milk_semi_skimmed_pasteurised,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_015_ingredient_001,recipes_v1_2_round41_manual_015,1,80 g Canned salmon drained,Canned salmon drained,canned_salmon_drained,80,g,80,80.0,protein,salmon_canned_drained,0,1,,food_salmon_canned_drained,salmon_canned_drained,accepted_auto,high,manual_curated_round41,manual_curated_round41:salmon_canned_drained,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_015_ingredient_002,recipes_v1_2_round41_manual_015,2,70 g Egg,Egg,egg,70,g,70,70.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_015_ingredient_003,recipes_v1_2_round41_manual_015,3,170 g Cooked potato,Cooked potato,cooked_potato,170,g,170,170.0,carb_source,potato_cooked,0,1,,food_potato_cooked,potato_cooked,accepted_auto,high,manual_curated_round41,manual_curated_round41:potato_cooked,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_015_ingredient_004,recipes_v1_2_round41_manual_015,4,60 g Spinach,Spinach,spinach,60,g,60,60.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_015_ingredient_005,recipes_v1_2_round41_manual_015,5,5 g Olive oil,Olive oil,olive_oil,5,g,5,5.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_016_ingredient_001,recipes_v1_2_round41_manual_016,1,150 g Chicken breast,Chicken breast,chicken_breast,150,g,150,150.0,protein,chicken_breast_without_skin_raw,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:chicken_breast_without_skin_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_016_ingredient_002,recipes_v1_2_round41_manual_016,2,230 g Cooked rice,Cooked rice,cooked_rice,230,g,230,230.0,carb_source,rice_cooked_unsalted,0,1,,food_rice_cooked_unsalted,rice_cooked_unsalted,accepted_auto,high,manual_curated_round41,manual_curated_round41:rice_cooked_unsalted,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_016_ingredient_003,recipes_v1_2_round41_manual_016,3,120 g Broccoli,Broccoli,broccoli,120,g,120,120.0,veg,broccoli_boiled_cooked_in_water_tender,0,1,,food_broccoli_boiled_cooked_in_water_tender,broccoli_boiled_cooked_in_water_tender,accepted_auto,high,manual_curated_round41,manual_curated_round41:broccoli_boiled_cooked_in_water_tender,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_016_ingredient_004,recipes_v1_2_round41_manual_016,4,80 g Carrot,Carrot,carrot,80,g,80,80.0,veg,carrot_raw,0,1,,food_carrot_raw,carrot_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:carrot_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_016_ingredient_005,recipes_v1_2_round41_manual_016,5,10 g Olive oil,Olive oil,olive_oil,10,g,10,10.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_017_ingredient_001,recipes_v1_2_round41_manual_017,1,150 g Chicken breast,Chicken breast,chicken_breast,150,g,150,150.0,protein,chicken_breast_without_skin_raw,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:chicken_breast_without_skin_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_017_ingredient_002,recipes_v1_2_round41_manual_017,2,230 g Cooked couscous,Cooked couscous,cooked_couscous,230,g,230,230.0,carb_source,couscous_precooked_durum_wheat_semolina_cooked_unsalted,0,1,,food_couscous_precooked_durum_wheat_semolina_cooked_unsalted,couscous_precooked_durum_wheat_semolina_cooked_unsalted,accepted_auto,high,manual_curated_round41,manual_curated_round41:couscous_precooked_durum_wheat_semolina_cooked_unsalted,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_017_ingredient_003,recipes_v1_2_round41_manual_017,3,120 g Zucchini,Zucchini,zucchini,120,g,120,120.0,veg,courgette_or_zucchini_pulp_and_peel_raw,0,1,,food_courgette_or_zucchini_pulp_and_peel_raw,courgette_or_zucchini_pulp_and_peel_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:courgette_or_zucchini_pulp_and_peel_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_017_ingredient_004,recipes_v1_2_round41_manual_017,4,100 g Sweet pepper,Sweet pepper,sweet_pepper,100,g,100,100.0,veg,sweet_pepper_green_yellow_or_red_raw,0,1,,food_sweet_pepper_green_yellow_or_red_raw,sweet_pepper_green_yellow_or_red_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:sweet_pepper_green_yellow_or_red_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_017_ingredient_005,recipes_v1_2_round41_manual_017,5,10 g Olive oil,Olive oil,olive_oil,10,g,10,10.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_018_ingredient_001,recipes_v1_2_round41_manual_018,1,160 g Chicken thigh,Chicken thigh,chicken_thigh,160,g,160,160.0,protein,chicken_thigh_meat_and_skin_raw,0,1,,food_v1_2_candidate_chicken_thigh_meat_skin_raw,chicken_thigh_meat_and_skin_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:chicken_thigh_meat_and_skin_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_018_ingredient_002,recipes_v1_2_round41_manual_018,2,260 g Cooked potato,Cooked potato,cooked_potato,260,g,260,260.0,carb_source,potato_cooked,0,1,,food_potato_cooked,potato_cooked,accepted_auto,high,manual_curated_round41,manual_curated_round41:potato_cooked,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_018_ingredient_003,recipes_v1_2_round41_manual_018,3,90 g Carrot,Carrot,carrot,90,g,90,90.0,veg,carrot_raw,0,1,,food_carrot_raw,carrot_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:carrot_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_018_ingredient_004,recipes_v1_2_round41_manual_018,4,60 g Onion,Onion,onion,60,g,60,60.0,veg,onion_raw,0,1,,food_onion_raw,onion_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:onion_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_018_ingredient_005,recipes_v1_2_round41_manual_018,5,5 g Olive oil,Olive oil,olive_oil,5,g,5,5.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_019_ingredient_001,recipes_v1_2_round41_manual_019,1,140 g Chicken breast,Chicken breast,chicken_breast,140,g,140,140.0,protein,chicken_breast_without_skin_raw,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:chicken_breast_without_skin_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_019_ingredient_002,recipes_v1_2_round41_manual_019,2,260 g Cooked pasta,Cooked pasta,cooked_pasta,260,g,260,260.0,carb_source,dried_pasta_cooked_unsalted,0,1,,food_dried_pasta_cooked_unsalted,dried_pasta_cooked_unsalted,accepted_auto,high,manual_curated_round41,manual_curated_round41:dried_pasta_cooked_unsalted,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_019_ingredient_003,recipes_v1_2_round41_manual_019,3,120 g Tomato puree,Tomato puree,tomato_puree,120,g,120,120.0,veg,tomato_puree_canned,0,1,,food_tomato_puree_canned,tomato_puree_canned,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_puree_canned,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_019_ingredient_004,recipes_v1_2_round41_manual_019,4,60 g Spinach,Spinach,spinach,60,g,60,60.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_019_ingredient_005,recipes_v1_2_round41_manual_019,5,8 g Olive oil,Olive oil,olive_oil,8,g,8,8.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
